,Unnamed: 0,pub_date,actual,forecast,previous,rolling_std,z-score,1,5,6,7
330,330,2014-08-14,78,81,82,13.567731325955783,-0.2211128690513529,84.599998,85.760002,2468100,0.0018674608601774167
331,331,2014-08-21,88,83,78,13.214718607627509,0.3783659832994107,85.199997,85.519997,1043300,-0.0028024890061111307
332,332,2014-08-28,75,79,88,12.934274411247179,-0.3092558478983362,88.08000200000002,88.400002,1530200,0.033121760630756114
333,333,2014-09-04,79,72,75,12.950663958642668,0.5405128279410361,84.160004,83.559998,1851900,-0.05630707951456415
334,334,2014-09-11,92,84,79,11.134167996293497,0.7185090078273614,84.760002,83.839996,2961100,0.003345260109338888
335,335,2014-09-18,90,91,92,9.229399665298263,-0.10834940909102816,87.360001,85.360001,2007700,0.01796744584578036
336,336,2014-09-25,97,98,90,8.925194166463855,-0.11204238040640836,84.160004,85.959999,1718400,0.00700444143240464
337,337,2014-10-02,112,107,97,11.231719153874199,0.4451678261804945,85.360001,85.120003,2777000,-0.009819999303297244
338,338,2014-10-09,105,108,112,10.965510669476986,-0.2735850696265921,82.360001,82.959999,2600900,-0.02570350897042495
339,339,2014-10-16,94,91,105,11.037127426018564,0.2718098545213765,81.599998,81.639999,1495500,-0.01603922617452369
340,340,2014-10-23,94,97,94,11.074130378334589,-0.27090163267981704,77.639999,78.08000200000002,3036500,-0.04458535797315477
341,341,2014-10-30,87,83,94,10.816303631204775,0.36981210368948014,79.879997,80.239998,1295800,0.027288151008864503
342,342,2014-11-06,91,86,87,10.027235638272586,0.4986419169123426,87.32,92.639999,5474600,0.14369888430175592
343,343,2014-11-14,40,37,91,18.095705165992698,0.16578519446912224,83.879997,85.199997,2625900,-0.08371960440620985
344,344,2014-11-20,-17,-12,40,35.35876728963291,-0.1414076446456318,93.519997,94.040001,5461700,0.0987188356816402
345,345,2014-11-26,-162,-145,-17,78.4139655928712,-0.2167981158900285,89.91999799999998,88.440002,3606100,-0.061395855702194524
346,346,2014-12-04,-22,-51,-162,81.07810487985692,0.35767979583357,76.400002,74.239998,2707000,-0.17502131706515822
347,347,2014-12-11,-51,-45,-22,84.99518702951252,-0.07059223245095804,75.519997,74.559998,3070200,0.004301082015011559
348,348,2014-12-18,-64,-61,-51,87.67238430484802,-0.03421830059473025,76.800003,74.959999,2291800,0.005350481036417776
349,349,2014-12-24,-49,-81,-64,85.5387560575835,0.3740994313555138,63.720001,62.439999,1580600,-0.18274854495786208
350,350,2014-12-31,-26,-37,-49,80.84454780064576,0.13606359735136195,61.48,59.080002,4266000,-0.05531358811627474
351,351,2015-01-08,-131,-120,-26,83.42824897642716,-0.1318498246691966,57.880001,59.759997999999996,3604000,0.011444015841777677
352,352,2015-01-15,-236,-224,-131,96.67095079325908,-0.12413242966507332,66.160004,64.480003,5277300,0.07601863736706704
353,353,2015-01-22,-216,-231,-236,98.61045952267295,0.1521136811714292,58.880001,58.200001,4521200,-0.10246977280490377
